"","Category","RGS","AC","PValue"
"10","Cytoskeleton: intermediate filament protein",2,12,0.0440315766652525
"105","Stress response: detoxification: GST",4,52,0.0468913990774822
"72","Protein modification: methyltransferase",5,76,0.0473032914411498
"28","Lysosome: acid phosphatase",3,31,0.048771453429158
"94","Signaling: lipid: phospholipase B",2,13,0.0500042411263132
"26","Extracellular material: secreted protein",4,54,0.0521796847702648
"129","Transcription factor: unassigned",3,33,0.0561785155302998
"88","Signaling: calcium: calmodulin",2,14,0.0562482300581216
"133","Transcription: chromatin modification: unassigned",3,34,0.0600702102198509
"69","Nucleic acid: binding: zinc finger",7,136,0.0605577097713805
"50","Metabolism: nucleotide",6,111,0.0660273980530814
"118","Stress response: pathogen: transcriptional regulator",1,2,0.0709025567593221
"151","Transmembrane transport: major facilitator",5,89,0.0788647299056179
"36","Metabolism: insulin",3,39,0.0813173364658242
"76","Proteolysis general: cysteine: cathepsin",2,19,0.0909765236306874
"110","Stress response: osmotic",1,3,0.0934000516548645
"117","Stress response: pathogen: ShK",1,3,0.0934000516548645
"38","Metabolism: lipid: binding",4,67,0.0939258914263727
"119","Stress response: pathogen: unassigned",5,96,0.0995512355967424
"2","Cell cycle: phosphatase",1,4,0.115352101877445
"24","Extracellular material: mucin",1,4,0.115352101877445
"39","Metabolism: lipid: epoxide hydrolase",1,4,0.115352101877445
"98","Signaling: PKD",1,4,0.115352101877445
"115","Stress response: pathogen: lysozyme",1,4,0.115352101877445
"124","Transcription factor: bZIP",2,24,0.130246538742462
"121","Stress response: unassigned",3,49,0.131679498177913
"16","Development: sex determination",1,5,0.136771948103705
"37","Metabolism: lipid: beta oxidation",4,78,0.138303354108017
"41","Metabolism: lipid: glycerolipid ",2,27,0.155346640675423
"89","Signaling: CDK-like",1,6,0.157672509191143
"112","Stress response: pathogen: ASABF",1,6,0.157672509191143
"152","Transmembrane transport: monocarboxylate",1,6,0.157672509191143
"159","Unassigned: Glycosyltransferase family A ",3,56,0.171894322213156
"164","Unassigned: TransThyretin-Related family domain",2,29,0.172545488092958
"96","Signaling: phosphatase: dual specificity",1,7,0.178066390009794
"5","Cilia: IFT-motor",1,8,0.19796588908309
"135","Transcription: chromatin structure: HMG protein",1,8,0.19796588908309
"18","DNA: helicase",1,9,0.217383006042541
"122","Trafficking: vesicle targeting/fusion: CHMP",1,9,0.217383006042541
"149","Transmembrane transport: ion channel",1,9,0.217383006042541
"71","Protein modification: carbohydrate",5,129,0.226057228009062
"126","Transcription factor: homeodomain",4,97,0.229655768368867
"27","Globin",2,36,0.234570228780175
"31","Metabolism: amino acid: breakdown",2,36,0.234570228780175
"49","Metabolism: molybdenum cofactor",1,10,0.236329448900794
"77","Proteolysis general: cysteine: unassigned",1,10,0.236329448900794
"136","Transcription: dosage compensation",1,10,0.236329448900794
"144","Transmembrane transport: acid sensing",1,10,0.236329448900794
"148","Transmembrane transport: glutamate channel",1,10,0.236329448900794
"1","Cell cycle: cyclin",1,11,0.254816641147486
"57","mRNA functions: processing: unassigned",1,11,0.254816641147486
"125","Transcription factor: GATA",1,11,0.254816641147486
"32","Metabolism: amino acid: synthesis",2,39,0.261578778334927
"146","Transmembrane transport: aquaporin",1,12,0.272855728672225
"48","Metabolism: mitochondria: unassigned",3,72,0.273175865508914
"47","Metabolism: mitochondria: transporter",1,13,0.290457586518915
"73","Protein modification: unassigned",1,13,0.290457586518915
"13","Cytoskeleton: unassigned",3,77,0.306172412651296
"4","Chaperone: unassigned",1,14,0.307632825475529
"79","Proteolysis general: inhibitor: TIL domain",1,14,0.307632825475529
"116","Stress response: pathogen: saposin ",1,14,0.307632825475529
"53","mRNA functions: binding: KH",1,15,0.324391798503357
"59","Neuronal function: development",1,15,0.324391798503357
"120","Stress response: thioredoxin",1,15,0.324391798503357
"132","Transcription: chromatin modification: demethylase",1,15,0.324391798503357
"138","Transcription: unassigned",1,15,0.324391798503357
"156","Transmembrane transport: TRP  channel",1,15,0.324391798503357
"99","Signaling: small GTPase: Rho/Rac",2,46,0.324415624947841
"15","Development: general",3,81,0.332675480122614
"12","Cytoskeleton: motor protein: kinesin",1,16,0.340744607009629
"64","Neuronal function: synaptic function: vesicle trafficking",1,16,0.340744607009629
"75","Proteolysis general: carboxypeptidase",1,16,0.340744607009629
"109","Stress response: heavy metal",1,16,0.340744607009629
"131","Transcription: chromatin modification: acetyltransferase",1,16,0.340744607009629
"52","Metabolism: unassigned",6,192,0.347773118176271
"11","Cytoskeleton: microtubule: tubulin",1,17,0.356701106967358
"70","Protein modification: acetyltransferase",1,17,0.356701106967358
"143","Transmembrane transport: ABC",2,50,0.359737843044562
"157","Transmembrane transport: unassigned",2,51,0.368464521522505
"95","Signaling: Notch",1,18,0.372270914886094
"93","Signaling: lipid: phospholipase A",1,19,0.387463413637258
"34","Metabolism: glutathione",1,20,0.402287758137587
"67","Non-coding RNA: small RNA: argonaute",1,21,0.416752880894144
"128","Transcription factor: T box",1,21,0.416752880894144
"44","Metabolism: lipid: phospholipid",2,58,0.428067753120539
"29","Lysosome: Vacuolar ATPase",1,22,0.430867497414289
"6","Cytoskeleton: actin function: binding",1,23,0.444640111483882
"55","mRNA functions: processing: polyadenylation",1,23,0.444640111483882
"9","Cytoskeleton: innexin",1,24,0.458079020316948
"108","Stress response: ER",1,24,0.458079020316948
"58","Muscle function",2,62,0.460764511398144
"113","Stress response: pathogen: CUB",1,25,0.471192319579927
"137","Transcription: general machinery: RNA Pol II: mediator",1,25,0.471192319579927
"14","Development: apoptosis",2,64,0.476695577704126
"22","Extracellular material: galectin",1,26,0.483987908293577
"42","Metabolism: lipid: lipase",1,27,0.4964734936155
"46","Metabolism: lipid: unassigned",1,27,0.4964734936155
"40","Metabolism: lipid: fatty acid",2,68,0.507672467824831
"84","Proteolysis proteasome: E3: RING finger",2,68,0.507672467824831
"63","Neuronal function: synaptic function: unassigned",1,28,0.508656595506217
"162","Unassigned: prion domain",2,69,0.515226490513648
"160","Unassigned: hydrolase",1,29,0.52054455128162
"154","Transmembrane transport: sodium channel",1,32,0.554508267924707
"81","Proteolysis general: serine",1,34,0.575801710013131
"153","Transmembrane transport: potassium channel",3,121,0.579777133077342
"139","Transmembrane protein: ER",1,35,0.586063190865839
"54","mRNA functions: binding: RBM",1,36,0.596076132559899
"19","Extracellular material: chitinase",1,37,0.605846562391784
"35","Metabolism: glycolysis",1,37,0.605846562391784
"62","Neuronal function: synaptic function: neurotransmitter receptor",1,37,0.605846562391784
"56","mRNA functions: processing: snRNP",1,44,0.667925677167877
"68","Nucleic acid: binding: unassigned",2,93,0.672512356025488
"85","Proteolysis proteasome: E3: unassigned",1,49,0.706180227799302
"87","Ribosome: EIF",1,60,0.77552344130794
"140","Transmembrane protein: seven transmembrane receptor: srd",1,66,0.806170927378233
"101","Signaling: unassigned",1,70,0.82423831556644
"102","Signaling: Y kinase",1,73,0.836673492729473
"134","Transcription: chromatin structure: histone",1,85,0.878208617494564
"97","Signaling: phosphatase: Y ",1,90,0.892221861492849
"141","Transmembrane protein: seven transmembrane receptor: unassigned",2,155,0.895109065836179
"83","Proteolysis proteasome: E3: F box",6,437,0.956705777151864
"161","Unassigned: membrane spanning domain",2,210,0.964956369447312
"65","Non-coding RNA: linc",1,174,0.986134639990204
"86","Pseudogene",7,2081,0.999999999999994
"66","Non-coding RNA: ncRNA",1,7850,1
